,PGCname,T,category_label,category_label_name
2330,PGC0040256,6,2,spiral
2331,PGC0040260,5,2,spiral
2332,PGC0040264,9,2,spiral
2333,PGC0040273,9,2,spiral
2334,PGC0040278,8,2,spiral
2335,PGC0040280,-1,1,lenticular
2336,PGC0040284,4,2,spiral
2337,PGC0040296,5,2,spiral
2338,PGC0040303,9,2,spiral
2339,PGC0040306,9,2,spiral
2340,PGC0040309,-5,0,elliptical
2341,PGC0040313,-3,1,lenticular
2342,PGC0040317,7,2,spiral
2343,PGC0040329,10,3,irregular
2344,PGC0040330,9,2,spiral
2345,PGC0040337,6,2,spiral
2346,PGC0040342,5,2,spiral
2347,PGC0040346,0,2,spiral
2348,PGC0040347,8,2,spiral
2349,PGC0040363,-5,0,elliptical
2350,PGC0040374,3,2,spiral
2351,PGC0040375,-5,0,elliptical
2352,PGC0040396,-1,1,lenticular
2353,PGC0040406,3,2,spiral
2354,PGC0040439,-1,1,lenticular
2355,PGC0040442,-1,1,lenticular
2356,PGC0040455,-5,0,elliptical
2357,PGC0040475,3,2,spiral
2358,PGC0040477,-2,1,lenticular
2359,PGC0040484,-2,1,lenticular
2360,PGC0040485,11,4,dwarf_elliptical
2361,PGC0040500,-2,1,lenticular
2362,PGC0040507,4,2,spiral
2363,PGC0040530,8,2,spiral
2364,PGC0040536,-3,1,lenticular
2365,PGC0040537,3,2,spiral
2366,PGC0040561,2,2,spiral
2367,PGC0040562,-3,1,lenticular
2368,PGC0040563,10,3,irregular
2369,PGC0040564,3,2,spiral
2370,PGC0040566,6,2,spiral
2371,PGC0040581,5,2,spiral
2372,PGC0040596,7,2,spiral
2373,PGC0040597,7,2,spiral
2374,PGC0040605,5,2,spiral
2375,PGC0040607,5,2,spiral
2376,PGC0040621,5,2,spiral
2377,PGC0040622,7,2,spiral
2378,PGC0040629,3,2,spiral
2379,PGC0040632,6,2,spiral
2380,PGC0040643,3,2,spiral
2381,PGC0040644,2,2,spiral
2382,PGC0040645,8,2,spiral
2383,PGC0040652,-4,0,elliptical
2384,PGC0040653,-5,0,elliptical
2385,PGC0040658,9,2,spiral
2386,PGC0040660,6,2,spiral
2387,PGC0040673,-2,1,lenticular
2388,PGC0040694,0,2,spiral
2389,PGC0040695,7,2,spiral
2390,PGC0040697,-1,1,lenticular
2391,PGC0040705,5,2,spiral
2392,PGC0040727,11,4,dwarf_elliptical
2393,PGC0040743,7,2,spiral
2394,PGC0040745,7,2,spiral
2395,PGC0040754,10,3,irregular
2396,PGC0040756,-2,1,lenticular
2397,PGC0040761,10,3,irregular
2398,PGC0040762,0,2,spiral
2399,PGC0040772,0,2,spiral
2400,PGC0040775,3,2,spiral
2401,PGC0040785,-1,1,lenticular
2402,PGC0040789,7,2,spiral
2403,PGC0040790,10,3,irregular
2404,PGC0040791,10,3,irregular
2405,PGC0040797,-2,1,lenticular
2406,PGC0040807,7,2,spiral
2407,PGC0040809,0,2,spiral
2408,PGC0040811,9,2,spiral
2409,PGC0040816,-2,1,lenticular
2410,PGC0040820,5,2,spiral
2411,PGC0040836,0,2,spiral
2412,PGC0040839,7,2,spiral
2413,PGC0040850,-1,1,lenticular
2414,PGC0040851,6,2,spiral
2415,PGC0040852,11,4,dwarf_elliptical
2416,PGC0040857,2,2,spiral
2417,PGC0040861,10,3,irregular
2418,PGC0040886,-5,0,elliptical
2419,PGC0040898,-3,1,lenticular
2420,PGC0040903,11,4,dwarf_elliptical
2421,PGC0040904,10,3,irregular
2422,PGC0040914,2,2,spiral
2423,PGC0040918,4,2,spiral
2424,PGC0040927,1,2,spiral
2425,PGC0040950,-2,1,lenticular
2426,PGC0040954,6,2,spiral
2427,PGC0040956,5,2,spiral
2428,PGC0040962,6,2,spiral
2429,PGC0040964,11,4,dwarf_elliptical
2430,PGC0040973,10,3,irregular
2431,PGC0040985,11,4,dwarf_elliptical
2432,PGC0040987,3,2,spiral
2433,PGC0041017,8,2,spiral
2434,PGC0041020,10,3,irregular
2435,PGC0041031,4,2,spiral
2436,PGC0041036,10,3,irregular
2437,PGC0041048,10,3,irregular
2438,PGC0041050,4,2,spiral
2439,PGC0041051,7,2,spiral
2440,PGC0041054,11,4,dwarf_elliptical
2441,PGC0041060,-3,1,lenticular
2442,PGC0041061,3,2,spiral
2443,PGC0041063,9,2,spiral
2444,PGC0041069,-1,1,lenticular
2445,PGC0041083,1,2,spiral
2446,PGC0041095,-5,0,elliptical
2447,PGC0041101,0,2,spiral
2448,PGC0041104,-5,0,elliptical
2449,PGC0041109,8,2,spiral
2450,PGC0041111,-1,1,lenticular
2451,PGC0041119,5,2,spiral
2452,PGC0041125,6,2,spiral
2453,PGC0041153,6,2,spiral
2454,PGC0041155,11,4,dwarf_elliptical
2455,PGC0041164,0,2,spiral
2456,PGC0041166,9,2,spiral
2457,PGC0041169,-3,1,lenticular
2458,PGC0041170,7,2,spiral
2459,PGC0041171,-5,0,elliptical
2460,PGC0041177,10,3,irregular
2461,PGC0041189,9,2,spiral
2462,PGC0041202,4,2,spiral
2463,PGC0041207,10,3,irregular
2464,PGC0041217,-5,0,elliptical
2465,PGC0041220,-5,0,elliptical
2466,PGC0041228,-3,1,lenticular
2467,PGC0041239,10,3,irregular
2468,PGC0041241,-3,1,lenticular
2469,PGC0041244,1,2,spiral
2470,PGC0041255,-1,1,lenticular
2471,PGC0041258,10,3,irregular
2472,PGC0041260,-1,1,lenticular
2473,PGC0041269,8,2,spiral
2474,PGC0041272,11,4,dwarf_elliptical
2475,PGC0041283,10,3,irregular
2476,PGC0041297,-5,0,elliptical
2477,PGC0041302,-2,1,lenticular
2478,PGC0041307,6,2,spiral
2479,PGC0041317,5,2,spiral
2480,PGC0041326,10,3,irregular
2481,PGC0041327,-6,0,elliptical
2482,PGC0041333,10,3,irregular
2483,PGC0041339,-2,1,lenticular
2484,PGC0041361,-5,0,elliptical
2485,PGC0041363,0,2,spiral
2486,PGC0041376,11,4,dwarf_elliptical
2487,PGC0041383,0,2,spiral
2488,PGC0041395,10,3,irregular
2489,PGC0041400,2,2,spiral
2490,PGC0041404,-3,1,lenticular
2491,PGC0041407,2,2,spiral
2492,PGC0041409,-3,1,lenticular
2493,PGC0041410,8,2,spiral
2494,PGC0041435,11,4,dwarf_elliptical
2495,PGC0041436,3,2,spiral
2496,PGC0041457,11,4,dwarf_elliptical
2497,PGC0041466,9,2,spiral
2498,PGC0041471,6,2,spiral
2499,PGC0041473,4,2,spiral
2500,PGC0041489,-3,1,lenticular
2501,PGC0041494,11,4,dwarf_elliptical
2502,PGC0041504,9,2,spiral
2503,PGC0041505,11,4,dwarf_elliptical
2504,PGC0041514,5,2,spiral
2505,PGC0041517,3,2,spiral
2506,PGC0041527,-3,1,lenticular
2507,PGC0041538,-2,1,lenticular
2508,PGC0041546,11,4,dwarf_elliptical
2509,PGC0041552,11,4,dwarf_elliptical
2510,PGC0041572,9,2,spiral
2511,PGC0041576,9,2,spiral
2512,PGC0041578,7,2,spiral
2513,PGC0041579,6,2,spiral
2514,PGC0041586,11,4,dwarf_elliptical
2515,PGC0041587,-2,1,lenticular
2516,PGC0041599,7,2,spiral
2517,PGC0041601,8,2,spiral
2518,PGC0041606,11,4,dwarf_elliptical
2519,PGC0041608,9,2,spiral
2520,PGC0041614,11,4,dwarf_elliptical
2521,PGC0041618,6,2,spiral
2522,PGC0041620,7,2,spiral
2523,PGC0041621,-2,1,lenticular
2524,PGC0041634,-5,0,elliptical
2525,PGC0041636,10,3,irregular
2526,PGC0041646,-6,0,elliptical
2527,PGC0041660,10,3,irregular
2528,PGC0041661,-1,1,lenticular
2529,PGC0041667,10,3,irregular
2530,PGC0041670,9,2,spiral
2531,PGC0041700,10,3,irregular
2532,PGC0041719,6,2,spiral
2533,PGC0041729,7,2,spiral
2534,PGC0041737,10,3,irregular
2535,PGC0041738,-2,1,lenticular
2536,PGC0041739,-2,1,lenticular
2537,PGC0041746,9,2,spiral
2538,PGC0041758,10,3,irregular
2539,PGC0041763,9,2,spiral
2540,PGC0041766,10,3,irregular
2541,PGC0041769,8,2,spiral
2542,PGC0041772,-2,1,lenticular
2543,PGC0041779,7,2,spiral
2544,PGC0041781,-3,1,lenticular
2545,PGC0041788,2,2,spiral
2546,PGC0041789,3,2,spiral
2547,PGC0041806,8,2,spiral
2548,PGC0041811,8,2,spiral
2549,PGC0041812,5,2,spiral
2550,PGC0041816,8,2,spiral
2551,PGC0041823,3,2,spiral
2552,PGC0041827,6,2,spiral
2553,PGC0041828,11,4,dwarf_elliptical
2554,PGC0041829,9,2,spiral
2555,PGC0041838,5,2,spiral
2556,PGC0041846,10,3,irregular
2557,PGC0041847,9,2,spiral
2558,PGC0041861,10,3,irregular
2559,PGC0041865,10,3,irregular
2560,PGC0041876,9,2,spiral
2561,PGC0041882,3,2,spiral
2562,PGC0041902,10,3,irregular
2563,PGC0041911,3,2,spiral
2564,PGC0041934,2,2,spiral
2565,PGC0041941,3,2,spiral
2566,PGC0041943,-1,1,lenticular
2567,PGC0041958,5,2,spiral
2568,PGC0041963,-5,0,elliptical
2569,PGC0041968,-5,0,elliptical
2570,PGC0041982,6,2,spiral
2571,PGC0041998,6,2,spiral
2572,PGC0041999,-3,1,lenticular
2573,PGC0042045,7,2,spiral
2574,PGC0042051,-3,1,lenticular
2575,PGC0042064,3,2,spiral
2576,PGC0042069,3,2,spiral
2577,PGC0042074,9,2,spiral
2578,PGC0042079,10,3,irregular
2579,PGC0042080,10,3,irregular
2580,PGC0042081,10,3,irregular
2581,PGC0042089,2,2,spiral
2582,PGC0042096,-2,1,lenticular
2583,PGC0042100,6,2,spiral
2584,PGC0042108,10,3,irregular
2585,PGC0042109,-3,1,lenticular
2586,PGC0042149,-3,1,lenticular
2587,PGC0042152,4,2,spiral
2588,PGC0042153,-3,1,lenticular
2589,PGC0042168,2,2,spiral
2590,PGC0042169,10,3,irregular
2591,PGC0042173,9,2,spiral
2592,PGC0042174,2,2,spiral
2593,PGC0042195,9,2,spiral
2594,PGC0042199,-3,1,lenticular
2595,PGC0042202,3,2,spiral
2596,PGC0042223,11,4,dwarf_elliptical
2597,PGC0042230,8,2,spiral
2598,PGC0042241,0,2,spiral
2599,PGC0042253,11,4,dwarf_elliptical
2600,PGC0042255,7,2,spiral
2601,PGC0042264,4,2,spiral
2602,PGC0042268,2,2,spiral
2603,PGC0042275,10,3,irregular
2604,PGC0042277,6,2,spiral
2605,PGC0042305,-6,0,elliptical
2606,PGC0042317,6,2,spiral
2607,PGC0042336,8,2,spiral
2608,PGC0042342,-2,1,lenticular
2609,PGC0042348,10,3,irregular
2610,PGC0042362,5,2,spiral
2611,PGC0042370,1,2,spiral
2612,PGC0042380,10,3,irregular
2613,PGC0042393,9,2,spiral
2614,PGC0042396,9,2,spiral
2615,PGC0042401,0,2,spiral
2616,PGC0042408,9,2,spiral
2617,PGC0042427,11,4,dwarf_elliptical
2618,PGC0042430,11,4,dwarf_elliptical
2619,PGC0042447,11,4,dwarf_elliptical
2620,PGC0042453,1,2,spiral
2621,PGC0042469,8,2,spiral
2622,PGC0042471,0,2,spiral
2623,PGC0042503,11,4,dwarf_elliptical
2624,PGC0042516,0,2,spiral
2625,PGC0042520,5,2,spiral
2626,PGC0042530,5,2,spiral
2627,PGC0042542,9,2,spiral
2628,PGC0042544,5,2,spiral
2629,PGC0042545,0,2,spiral
2630,PGC0042559,8,2,spiral
2631,PGC0042574,-2,1,lenticular
2632,PGC0042575,9,2,spiral
2633,PGC0042594,5,2,spiral
2634,PGC0042598,11,4,dwarf_elliptical
2635,PGC0042607,6,2,spiral
2636,PGC0042608,11,4,dwarf_elliptical
2637,PGC0042614,7,2,spiral
2638,PGC0042618,2,2,spiral
2639,PGC0042619,0,2,spiral
2640,PGC0042620,11,4,dwarf_elliptical
2641,PGC0042628,-5,0,elliptical
2642,PGC0042637,6,2,spiral
2643,PGC0042638,11,4,dwarf_elliptical
2644,PGC0042647,-2,1,lenticular
2645,PGC0042656,10,3,irregular
2646,PGC0042688,9,2,spiral
2647,PGC0042689,3,2,spiral
2648,PGC0042692,9,2,spiral
2649,PGC0042699,9,2,spiral
2650,PGC0042707,5,2,spiral
2651,PGC0042708,3,2,spiral
2652,PGC0042709,6,2,spiral
2653,PGC0042727,5,2,spiral
2654,PGC0042728,-1,1,lenticular
2655,PGC0042734,-5,0,elliptical
2656,PGC0042741,3,2,spiral
2657,PGC0042744,11,4,dwarf_elliptical
2658,PGC0042747,5,2,spiral
2659,PGC0042769,11,4,dwarf_elliptical
2660,PGC0042782,4,2,spiral
2661,PGC0042791,6,2,spiral
2662,PGC0042797,-1,1,lenticular
2663,PGC0042816,3,2,spiral
2664,PGC0042831,-5,0,elliptical
2665,PGC0042832,10,3,irregular
2666,PGC0042836,5,2,spiral
2667,PGC0042847,5,2,spiral
2668,PGC0042857,3,2,spiral
2669,PGC0042858,7,2,spiral
2670,PGC0042863,9,2,spiral
2671,PGC0042881,10,3,irregular
2672,PGC0042887,10,3,irregular
2673,PGC0042901,10,3,irregular
2674,PGC0042904,5,2,spiral
2675,PGC0042909,4,2,spiral
2676,PGC0042910,8,2,spiral
2677,PGC0042913,-1,1,lenticular
2678,PGC0042917,-3,1,lenticular
2679,PGC0042919,6,2,spiral
2680,PGC0042921,10,3,irregular
2681,PGC0042938,6,2,spiral
2682,PGC0042949,11,4,dwarf_elliptical
2683,PGC0042963,-5,0,elliptical
2684,PGC0042969,11,4,dwarf_elliptical
2685,PGC0042970,0,2,spiral
2686,PGC0042975,3,2,spiral
2687,PGC0042998,3,2,spiral
2688,PGC0042999,9,2,spiral
2689,PGC0043036,-3,1,lenticular
2690,PGC0043052,7,2,spiral
2691,PGC0043064,6,2,spiral
2692,PGC0043074,1,2,spiral
2693,PGC0043100,11,4,dwarf_elliptical
2694,PGC0043101,1,2,spiral
2695,PGC0043106,8,2,spiral
2696,PGC0043124,10,3,irregular
2697,PGC0043128,8,2,spiral
2698,PGC0043129,10,3,irregular
2699,PGC0043136,3,2,spiral
2700,PGC0043146,-3,1,lenticular
2701,PGC0043149,-2,1,lenticular
2702,PGC0043153,0,2,spiral
2703,PGC0043157,-5,0,elliptical
2704,PGC0043185,4,2,spiral
2705,PGC0043186,6,2,spiral
2706,PGC0043189,7,2,spiral
2707,PGC0043197,8,2,spiral
2708,PGC0043198,6,2,spiral
2709,PGC0043202,-5,0,elliptical
2710,PGC0043238,1,2,spiral
2711,PGC0043241,0,2,spiral
2712,PGC0043254,1,2,spiral
2713,PGC0043255,10,3,irregular
2714,PGC0043286,4,2,spiral
2715,PGC0043288,3,2,spiral
2716,PGC0043303,8,2,spiral
2717,PGC0043331,5,2,spiral
2718,PGC0043338,8,2,spiral
2719,PGC0043375,0,2,spiral
2720,PGC0043386,11,4,dwarf_elliptical
2721,PGC0043400,10,3,irregular
2722,PGC0043413,6,2,spiral
2723,PGC0043428,2,2,spiral
2724,PGC0043430,-3,1,lenticular
2725,PGC0043452,6,2,spiral
2726,PGC0043470,8,2,spiral
2727,PGC0043495,1,2,spiral
2728,PGC0043504,3,2,spiral
2729,PGC0043516,-1,1,lenticular
2730,PGC0043525,3,2,spiral
2731,PGC0043575,7,2,spiral
2732,PGC0043601,3,2,spiral
2733,PGC0043656,-2,1,lenticular
2734,PGC0043671,-1,1,lenticular
2735,PGC0043707,7,2,spiral
2736,PGC0043728,2,2,spiral
2737,PGC0043733,-2,1,lenticular
2738,PGC0043750,8,2,spiral
2739,PGC0043775,9,2,spiral
2740,PGC0043784,5,2,spiral
2741,PGC0043798,0,2,spiral
2742,PGC0043837,3,2,spiral
2743,PGC0043894,6,2,spiral
2744,PGC0043931,3,2,spiral
2745,PGC0043939,3,2,spiral
2746,PGC0043969,10,3,irregular
2747,PGC0043971,10,3,irregular
2748,PGC0043996,9,2,spiral
2749,PGC0043998,-1,1,lenticular
2750,PGC0044014,7,2,spiral
2751,PGC0044025,4,2,spiral
2752,PGC0044032,5,2,spiral
2753,PGC0044033,8,2,spiral
2754,PGC0044066,10,3,irregular
2755,PGC0044086,3,2,spiral
2756,PGC0044089,9,2,spiral
2757,PGC0044102,10,3,irregular
2758,PGC0044117,3,2,spiral
2759,PGC0044125,8,2,spiral
2760,PGC0044170,10,3,irregular
2761,PGC0044213,3,2,spiral
2762,PGC0044240,8,2,spiral
2763,PGC0044254,4,2,spiral
2764,PGC0044323,-3,1,lenticular
2765,PGC0044329,-3,1,lenticular
2766,PGC0044354,9,2,spiral
2767,PGC0044370,7,2,spiral
2768,PGC0044388,0,2,spiral
2769,PGC0044392,1,2,spiral
2770,PGC0044414,11,4,dwarf_elliptical
2771,PGC0044432,7,2,spiral
2772,PGC0044450,7,2,spiral
2773,PGC0044468,8,2,spiral
2774,PGC0044491,10,3,irregular
2775,PGC0044495,4,2,spiral
2776,PGC0044536,10,3,irregular
2777,PGC0044557,3,2,spiral
2778,PGC0044600,0,2,spiral
2779,PGC0044631,7,2,spiral
2780,PGC0044641,4,2,spiral
2781,PGC0044719,0,2,spiral
2782,PGC0044731,4,2,spiral
2783,PGC0044733,9,2,spiral
2784,PGC0044782,11,4,dwarf_elliptical
2785,PGC0044797,4,2,spiral
2786,PGC0044806,0,2,spiral
2787,PGC0044807,-5,0,elliptical
2788,PGC0044838,4,2,spiral
2789,PGC0044846,5,2,spiral
2790,PGC0044858,9,2,spiral
2791,PGC0044867,-5,0,elliptical
2792,PGC0044896,0,2,spiral
2793,PGC0044908,-1,1,lenticular
2794,PGC0044913,4,2,spiral
2795,PGC0044920,6,2,spiral
2796,PGC0044921,4,2,spiral
2797,PGC0044932,4,2,spiral
2798,PGC0044961,7,2,spiral
2799,PGC0044963,4,2,spiral
2800,PGC0044986,2,2,spiral
2801,PGC0045015,5,2,spiral
2802,PGC0045039,6,2,spiral
2803,PGC0045071,8,2,spiral
2804,PGC0045085,6,2,spiral
2805,PGC0045093,2,2,spiral
2806,PGC0045137,7,2,spiral
2807,PGC0045145,5,2,spiral
2808,PGC0045168,4,2,spiral
2809,PGC0045195,9,2,spiral
2810,PGC0045196,-5,0,elliptical
2811,PGC0045233,-3,1,lenticular
2812,PGC0045236,-5,0,elliptical
2813,PGC0045261,4,2,spiral
2814,PGC0045264,4,2,spiral
2815,PGC0045274,10,3,irregular
2816,PGC0045306,10,3,irregular
2817,PGC0045309,4,2,spiral
2818,PGC0045314,10,3,irregular
2819,PGC0045322,5,2,spiral
2820,PGC0045336,4,2,spiral
2821,PGC0045339,1,2,spiral
2822,PGC0045361,6,2,spiral
2823,PGC0045362,4,2,spiral
2824,PGC0045366,8,2,spiral
2825,PGC0045372,10,3,irregular
2826,PGC0045410,8,2,spiral
2827,PGC0045435,3,2,spiral
2828,PGC0045451,7,2,spiral
2829,PGC0045457,6,2,spiral
2830,PGC0045472,-5,0,elliptical
2831,PGC0045478,2,2,spiral
2832,PGC0045480,6,2,spiral
2833,PGC0045491,6,2,spiral
2834,PGC0045502,-5,0,elliptical
2835,PGC0045506,10,3,irregular
2836,PGC0045521,0,2,spiral
2837,PGC0045522,-1,1,lenticular
2838,PGC0045528,0,2,spiral
2839,PGC0045534,5,2,spiral
2840,PGC0045538,2,2,spiral
2841,PGC0045560,1,2,spiral
2842,PGC0045567,6,2,spiral
2843,PGC0045572,-1,1,lenticular
2844,PGC0045580,2,2,spiral
2845,PGC0045583,3,2,spiral
2846,PGC0045593,0,2,spiral
2847,PGC0045605,-1,1,lenticular
2848,PGC0045610,6,2,spiral
2849,PGC0045614,8,2,spiral
2850,PGC0045629,0,2,spiral
2851,PGC0045632,4,2,spiral
2852,PGC0045644,4,2,spiral
2853,PGC0045655,-2,1,lenticular
2854,PGC0045658,4,2,spiral
2855,PGC0045668,8,2,spiral
2856,PGC0045684,7,2,spiral
2857,PGC0045700,7,2,spiral
2858,PGC0045719,-2,1,lenticular
2859,PGC0045728,9,2,spiral
2860,PGC0045737,6,2,spiral
2861,PGC0045739,4,2,spiral
2862,PGC0045741,8,2,spiral
2863,PGC0045749,3,2,spiral
2864,PGC0045750,7,2,spiral
2865,PGC0045755,10,3,irregular
2866,PGC0045756,-5,0,elliptical
2867,PGC0045757,3,2,spiral
2868,PGC0045773,4,2,spiral
2869,PGC0045778,-3,1,lenticular
2870,PGC0045779,7,2,spiral
2871,PGC0045781,4,2,spiral
2872,PGC0045782,0,2,spiral
2873,PGC0045787,-1,1,lenticular
2874,PGC0045798,8,2,spiral
2875,PGC0045807,8,2,spiral
2876,PGC0045814,7,2,spiral
2877,PGC0045828,3,2,spiral
2878,PGC0045833,2,2,spiral
2879,PGC0045834,3,2,spiral
2880,PGC0045840,10,3,irregular
2881,PGC0045844,7,2,spiral
2882,PGC0045848,8,2,spiral
2883,PGC0045849,7,2,spiral
2884,PGC0045875,8,2,spiral
2885,PGC0045880,-5,0,elliptical
2886,PGC0045883,3,2,spiral
2887,PGC0045887,4,2,spiral
2888,PGC0045897,11,4,dwarf_elliptical
2889,PGC0045905,8,2,spiral
2890,PGC0045915,4,2,spiral
2891,PGC0045920,0,2,spiral
2892,PGC0045921,4,2,spiral
2893,PGC0045927,10,3,irregular
2894,PGC0045934,8,2,spiral
2895,PGC0045936,4,2,spiral
2896,PGC0045938,9,2,spiral
2897,PGC0045939,10,3,irregular
2898,PGC0045948,3,2,spiral
2899,PGC0045992,10,3,irregular
2900,PGC0046009,8,2,spiral
2901,PGC0046039,10,3,irregular
2902,PGC0046041,7,2,spiral
2903,PGC0046046,4,2,spiral
2904,PGC0046065,10,3,irregular
2905,PGC0046077,1,2,spiral
2906,PGC0046089,6,2,spiral
2907,PGC0046092,0,2,spiral
2908,PGC0046093,10,3,irregular
2909,PGC0046127,10,3,irregular
2910,PGC0046131,-1,1,lenticular
2911,PGC0046138,-2,1,lenticular
2912,PGC0046152,4,2,spiral
2913,PGC0046153,3,2,spiral
2914,PGC0046171,4,2,spiral
2915,PGC0046180,4,2,spiral
2916,PGC0046202,-2,1,lenticular
2917,PGC0046206,-3,1,lenticular
2918,PGC0046218,6,2,spiral
2919,PGC0046250,2,2,spiral
2920,PGC0046262,6,2,spiral
2921,PGC0046263,-3,1,lenticular
2922,PGC0046278,3,2,spiral
2923,PGC0046293,7,2,spiral
2924,PGC0046319,3,2,spiral
2925,PGC0046321,2,2,spiral
2926,PGC0046336,6,2,spiral
2927,PGC0046342,3,2,spiral
2928,PGC0046354,7,2,spiral
2929,PGC0046355,2,2,spiral
2930,PGC0046372,6,2,spiral
2931,PGC0046386,7,2,spiral
2932,PGC0046413,4,2,spiral
2933,PGC0046427,2,2,spiral
2934,PGC0046472,0,2,spiral
2935,PGC0046507,1,2,spiral
2936,PGC0046530,8,2,spiral
2937,PGC0046534,4,2,spiral
2938,PGC0046548,4,2,spiral
2939,PGC0046556,10,3,irregular
2940,PGC0046560,6,2,spiral
2941,PGC0046561,3,2,spiral
2942,PGC0046601,9,2,spiral
2943,PGC0046617,7,2,spiral
2944,PGC0046633,3,2,spiral
2945,PGC0046636,9,2,spiral
2946,PGC0046644,3,2,spiral
2947,PGC0046647,7,2,spiral
2948,PGC0046657,3,2,spiral
2949,PGC0046666,10,3,irregular
2950,PGC0046671,6,2,spiral
2951,PGC0046717,3,2,spiral
2952,PGC0046739,9,2,spiral
2953,PGC0046746,6,2,spiral
2954,PGC0046754,5,2,spiral
2955,PGC0046767,3,2,spiral
2956,PGC0046782,4,2,spiral
2957,PGC0046804,6,2,spiral
2958,PGC0046809,-4,0,elliptical
2959,PGC0046816,4,2,spiral
2960,PGC0046819,-2,1,lenticular
2961,PGC0046836,-5,0,elliptical
2962,PGC0046844,5,2,spiral
2963,PGC0046851,6,2,spiral
2964,PGC0046855,0,2,spiral
2965,PGC0046868,0,2,spiral
2966,PGC0046882,8,2,spiral
2967,PGC0046906,-5,0,elliptical
2968,PGC0046919,-3,1,lenticular
2969,PGC0046952,9,2,spiral
2970,PGC0047011,3,2,spiral
2971,PGC0047020,10,3,irregular
2972,PGC0047027,9,2,spiral
2973,PGC0047041,6,2,spiral
2974,PGC0047053,9,2,spiral
2975,PGC0047058,7,2,spiral
2976,PGC0047060,6,2,spiral
2977,PGC0047093,4,2,spiral
2978,PGC0047096,-1,1,lenticular
2979,PGC0047122,-2,1,lenticular
2980,PGC0047124,4,2,spiral
2981,PGC0047131,1,2,spiral
2982,PGC0047162,5,2,spiral
2983,PGC0047178,2,2,spiral
2984,PGC0047189,2,2,spiral
2985,PGC0047231,6,2,spiral
2986,PGC0047234,1,2,spiral
2987,PGC0047235,6,2,spiral
2988,PGC0047238,7,2,spiral
2989,PGC0047254,8,2,spiral
2990,PGC0047257,-5,0,elliptical
2991,PGC0047270,7,2,spiral
2992,PGC0047318,-1,1,lenticular
2993,PGC0047339,-5,0,elliptical
2994,PGC0047346,4,2,spiral
2995,PGC0047349,9,2,spiral
2996,PGC0047354,9,2,spiral
2997,PGC0047358,1,2,spiral
2998,PGC0047368,9,2,spiral
2999,PGC0047369,1,2,spiral
3000,PGC0047371,7,2,spiral
3001,PGC0047404,3,2,spiral
3002,PGC0047415,8,2,spiral
3003,PGC0047422,2,2,spiral
3004,PGC0047432,3,2,spiral
3005,PGC0047438,4,2,spiral
3006,PGC0047441,-5,0,elliptical
3007,PGC0047455,10,3,irregular
3008,PGC0047462,5,2,spiral
3009,PGC0047469,6,2,spiral
3010,PGC0047490,9,2,spiral
3011,PGC0047495,10,3,irregular
3012,PGC0047503,3,2,spiral
3013,PGC0047512,8,2,spiral
3014,PGC0047537,4,2,spiral
3015,PGC0047540,-5,0,elliptical
3016,PGC0047564,-5,0,elliptical
3017,PGC0047566,1,2,spiral
3018,PGC0047579,-2,1,lenticular
3019,PGC0047589,5,2,spiral
3020,PGC0047598,-2,1,lenticular
3021,PGC0047603,3,2,spiral
3022,PGC0047612,4,2,spiral
3023,PGC0047634,6,2,spiral
3024,PGC0047637,1,2,spiral
3025,PGC0047641,3,2,spiral
3026,PGC0047654,-5,0,elliptical
3027,PGC0047658,10,3,irregular
3028,PGC0047675,4,2,spiral
3029,PGC0047678,1,2,spiral
3030,PGC0047680,6,2,spiral
3031,PGC0047709,2,2,spiral
3032,PGC0047718,7,2,spiral
3033,PGC0047794,-3,1,lenticular
3034,PGC0047809,5,2,spiral
3035,PGC0047812,4,2,spiral
3036,PGC0047822,-4,0,elliptical
3037,PGC0047837,-1,1,lenticular
3038,PGC0047842,3,2,spiral
3039,PGC0047853,10,3,irregular
3040,PGC0047855,5,2,spiral
3041,PGC0047867,6,2,spiral
3042,PGC0047869,3,2,spiral
3043,PGC0047872,3,2,spiral
3044,PGC0047873,0,2,spiral
3045,PGC0047895,0,2,spiral
3046,PGC0047896,8,2,spiral
3047,PGC0047904,7,2,spiral
3048,PGC0047915,2,2,spiral
3049,PGC0047929,8,2,spiral
3050,PGC0047932,5,2,spiral
3051,PGC0047935,5,2,spiral
3052,PGC0047939,5,2,spiral
3053,PGC0047947,7,2,spiral
3054,PGC0047951,8,2,spiral
3055,PGC0047953,1,2,spiral
3056,PGC0047961,2,2,spiral
3057,PGC0047971,5,2,spiral
3058,PGC0047980,1,2,spiral
3059,PGC0047985,5,2,spiral
3060,PGC0047988,7,2,spiral
3061,PGC0047996,6,2,spiral
3062,PGC0048012,8,2,spiral
3063,PGC0048047,0,2,spiral
3064,PGC0048053,10,3,irregular
3065,PGC0048064,8,2,spiral
3066,PGC0048072,10,3,irregular
3067,PGC0048080,5,2,spiral
3068,PGC0048084,8,2,spiral
3069,PGC0048101,-3,1,lenticular
3070,PGC0048105,1,2,spiral
3071,PGC0048122,9,2,spiral
3072,PGC0048127,3,2,spiral
3073,PGC0048128,3,2,spiral
3074,PGC0048130,3,2,spiral
3075,PGC0048184,7,2,spiral
3076,PGC0048185,4,2,spiral
3077,PGC0048189,-3,1,lenticular
